session_id,user_id,city,hour,day_of_week,meal_time,user_segment,user_frequency,user_order_count,user_avg_order_value,restaurant_id,restaurant_type,cuisine_type,restaurant_rating,cart_items,cart_size,cart_value,has_main,has_side,has_drink,has_dessert,true_addon,addon_price,addon_category
161,5780,Kolkata,8,6,breakfast,occasional,power,14,922.89,579,independent,Chinese,4.2,"Chicken Fried Rice,Butter Chicken",2,530,1,0,0,0,Spring Rolls,120,Starter
162,4647,Mumbai,10,3,breakfast,budget,power,8,303.08,210,chain,Indian,4.6,"Butter Chicken,Paneer Tikka,Coke",3,590,1,0,1,0,Naan,40,Bread
163,5779,Bangalore,11,0,lunch,budget,regular,13,970.25,154,independent,Continental,3.7,Butter Chicken,1,320,1,0,0,0,Chicken Wings,180,Starter
164,2811,Kolkata,14,0,lunch,occasional,power,21,437.79,398,independent,Chinese,3.7,"Hakka Noodles,Roti,Biryani,Salad",4,590,1,0,0,0,Spring Rolls,120,Starter
165,2382,Mumbai,11,2,lunch,premium,new,11,996.35,637,independent,Chinese,4.7,"Chicken Fried Rice,Mineral Water,Lassi",3,300,1,0,1,0,Ice Cream,90,Dessert
166,1586,Hyderabad,22,4,late_night,budget,new,8,613.96,684,chain,Indian,3.6,Butter Chicken,1,320,1,0,0,0,Biryani,280,Main
167,1448,Kolkata,13,3,lunch,premium,power,4,741.14,527,chain,Continental,4.7,Chicken Fried Rice,1,210,1,0,0,0,Samosa,40,Starter
168,2396,Kolkata,11,5,lunch,budget,power,12,683.26,492,independent,Mixed,4.3,"Salan,Hakka Noodles,Raita",3,320,1,1,0,0,Coke,50,Drink
169,4379,Bangalore,19,1,dinner,budget,new,29,204.4,93,chain,Indian,4.3,"Chicken Fried Rice,Chicken Wings",2,390,1,0,0,0,Spring Rolls,120,Starter
170,1326,Mumbai,21,2,late_night,budget,regular,17,693.65,341,chain,Indian,3.8,"Hakka Noodles,Roti",2,220,1,0,0,0,Spring Rolls,120,Starter
171,856,Hyderabad,10,2,breakfast,occasional,power,12,905.81,41,chain,Indian,4.4,"Rasgulla,Brownie",2,170,0,0,0,1,Chicken Wings,180,Starter
172,3005,Hyderabad,20,3,late_night,budget,new,13,863.67,301,independent,Continental,4.7,Butter Chicken,1,320,1,0,0,0,Roti,30,Bread
173,3761,Kolkata,9,1,breakfast,premium,regular,15,799.88,673,chain,Mixed,4.0,"Dal Makhani,Mineral Water,Biryani",3,480,1,0,1,0,Papad,25,Side
174,5890,Hyderabad,16,1,dinner,premium,power,27,792.79,266,independent,Chinese,3.7,Dal Makhani,1,180,1,0,0,0,Naan,40,Bread
175,1629,Bangalore,23,5,late_night,premium,new,25,783.34,268,chain,Continental,4.1,Chicken Fried Rice,1,210,1,0,0,0,Spring Rolls,120,Starter
176,5625,Kolkata,12,5,lunch,occasional,regular,15,807.48,420,chain,Indian,3.9,Gulab Jamun,1,80,0,0,0,1,Rasgulla,70,Dessert
177,2071,Bangalore,23,1,late_night,occasional,new,1,476.7,118,independent,Mixed,4.4,"Dal Makhani,Hakka Noodles,Naan",3,410,1,0,0,0,Papad,25,Side
178,3220,Bangalore,20,1,late_night,premium,power,24,990.43,427,chain,Continental,4.5,"Hakka Noodles,Chicken Fried Rice,Roti",3,430,1,0,0,0,Coke,50,Drink
179,4929,Kolkata,8,4,breakfast,premium,new,27,328.02,376,independent,Continental,4.2,Butter Chicken,1,320,1,0,0,0,Raita,60,Side
180,1842,Bangalore,20,6,late_night,budget,regular,20,224.75,485,independent,Indian,4.0,"Hakka Noodles,Dal Makhani,Samosa,Papad",4,435,1,1,0,0,Ice Cream,90,Dessert
181,3808,Kolkata,12,4,lunch,budget,new,21,473.96,674,chain,Chinese,3.8,"Paneer Tikka,Butter Chicken,Brownie",3,640,1,0,0,1,Naan,40,Bread
182,5100,Hyderabad,19,2,dinner,occasional,power,3,904.25,385,independent,Continental,3.7,"Paneer Tikka,Gulab Jamun,Chicken Fried Rice",3,510,1,0,0,1,Naan,40,Bread
183,2152,Mumbai,15,1,dinner,occasional,new,21,796.69,520,independent,Indian,4.1,"Chicken Wings,Paneer Tikka,Gulab Jamun,Brownie",4,580,1,0,0,1,Raita,60,Side
184,1511,Kolkata,12,0,lunch,budget,regular,6,617.96,524,independent,Indian,4.7,"Gulab Jamun,Chicken Wings",2,260,0,0,0,1,Dal Makhani,180,Main
185,5336,Bangalore,18,0,dinner,occasional,regular,8,883.17,465,chain,Indian,4.8,"Dal Makhani,Salan",2,250,1,1,0,0,Coke,50,Drink
186,2385,Mumbai,8,2,breakfast,occasional,regular,10,706.04,323,chain,Indian,4.2,"Paneer Tikka,Salad",2,310,1,0,0,0,Papad,25,Side
187,277,Kolkata,9,0,breakfast,occasional,regular,3,790.3,57,independent,Continental,4.8,"Biryani,Naan",2,320,1,0,0,0,Gulab Jamun,80,Dessert
188,25,Hyderabad,8,6,breakfast,budget,new,9,778.52,744,independent,Indian,4.6,Dal Makhani,1,180,1,0,0,0,Mineral Water,20,Drink
189,414,Bangalore,10,2,breakfast,premium,new,6,240.18,685,independent,Chinese,3.5,"Paneer Tikka,Naan,Fresh Lime",3,320,1,0,1,0,Mineral Water,20,Drink
190,4546,Delhi,20,6,late_night,occasional,regular,21,226.94,295,chain,Mixed,3.9,"Butter Chicken,Salad,Salan,Naan",4,520,1,1,0,0,Roti,30,Bread
191,5173,Bangalore,16,0,dinner,premium,power,28,387.72,337,chain,Continental,4.6,"Hakka Noodles,Chicken Wings",2,370,1,0,0,0,Fresh Lime,60,Drink
192,53,Kolkata,20,2,late_night,occasional,regular,26,826.41,12,chain,Continental,3.9,"Papad,Naan",2,65,0,1,0,0,Fresh Lime,60,Drink
193,1810,Mumbai,14,1,lunch,budget,regular,18,913.5,325,independent,Indian,3.6,"Biryani,Gulab Jamun,Chicken Wings,Roti",4,570,1,0,0,1,Chicken Fried Rice,210,Main
194,2189,Bangalore,8,5,breakfast,occasional,new,11,733.11,401,independent,Continental,4.1,Salad,1,90,0,0,0,0,Coke,50,Drink
195,929,Kolkata,18,0,dinner,occasional,new,28,892.66,606,chain,Indian,4.1,"Paneer Tikka,Mineral Water,Hakka Noodles",3,430,1,0,1,0,Coke,50,Drink
196,1379,Delhi,23,5,late_night,occasional,new,6,577.83,455,chain,Indian,4.0,Paneer Tikka,1,220,1,0,0,0,Naan,40,Bread
197,5048,Mumbai,11,4,lunch,occasional,new,8,574.52,749,independent,Indian,3.7,"Butter Chicken,Raita,Ice Cream",3,470,1,1,0,1,Roti,30,Bread
198,5185,Kolkata,12,3,lunch,occasional,power,6,469.88,525,chain,Indian,3.6,"Chicken Fried Rice,Papad",2,235,1,1,0,0,Spring Rolls,120,Starter
199,2006,Mumbai,11,5,lunch,premium,power,6,809.85,387,chain,Chinese,4.2,"Chicken Fried Rice,Gulab Jamun",2,290,1,0,0,1,Lassi,70,Drink
200,4215,Kolkata,23,6,late_night,budget,regular,25,818.51,795,independent,Indian,3.6,"Paneer Tikka,Hakka Noodles,Salan",3,480,1,1,0,0,Naan,40,Bread
201,4026,Kolkata,16,5,dinner,occasional,new,22,321.86,484,chain,Continental,4.6,"Butter Chicken,Naan,Biryani",3,640,1,0,0,0,Coke,50,Drink
202,4712,Bangalore,20,0,late_night,budget,regular,24,993.06,226,independent,Indian,4.5,"Dal Makhani,Naan,Papad",3,245,1,1,0,0,Roti,30,Bread
203,4530,Bangalore,22,3,late_night,premium,new,8,925.14,529,chain,Chinese,3.8,"Roti,Ice Cream",2,120,0,0,0,1,Salan,70,Side
204,3484,Bangalore,18,0,dinner,budget,power,5,597.85,564,independent,Mixed,4.4,Naan,1,40,0,0,0,0,Fresh Lime,60,Drink
205,2296,Mumbai,9,5,breakfast,occasional,regular,13,566.88,15,independent,Indian,4.7,"Hakka Noodles,Salad",2,280,1,0,0,0,Brownie,100,Dessert
206,5086,Hyderabad,15,3,dinner,budget,power,3,598.59,620,chain,Indian,4.8,Dal Makhani,1,180,1,0,0,0,Fresh Lime,60,Drink
207,2744,Bangalore,17,5,dinner,budget,power,17,968.11,357,chain,Chinese,4.3,"Paneer Tikka,Raita,Chicken Fried Rice",3,490,1,1,0,0,Butter Chicken,320,Main
208,245,Delhi,9,6,breakfast,budget,regular,9,868.33,8,independent,Mixed,3.9,"Biryani,Chicken Wings",2,460,1,0,0,0,Rasgulla,70,Dessert
209,3620,Hyderabad,19,3,dinner,premium,power,9,323.05,171,chain,Mixed,4.6,"Salan,Lassi,Chicken Fried Rice,Butter Chicken",4,670,1,1,1,0,Hakka Noodles,190,Main
210,3319,Bangalore,9,2,breakfast,budget,new,13,400.8,605,chain,Indian,4.3,"Butter Chicken,Dal Makhani,Fresh Lime,Naan",4,600,1,0,1,0,Spring Rolls,120,Starter
211,2004,Hyderabad,18,1,dinner,budget,regular,17,318.54,769,independent,Chinese,4.7,"Butter Chicken,Gulab Jamun,Roti,Papad",4,455,1,1,0,1,Naan,40,Bread
212,1773,Mumbai,20,3,late_night,budget,power,23,581.07,661,chain,Mixed,4.5,"Paneer Tikka,Naan,Hakka Noodles",3,450,1,0,0,0,Coke,50,Drink
213,1423,Delhi,11,4,lunch,budget,new,29,781.4,368,chain,Mixed,4.6,"Butter Chicken,Chicken Fried Rice,Lassi,Dal Makhani",4,780,1,0,1,0,Papad,25,Side
214,3608,Delhi,11,2,lunch,premium,new,8,380.9,433,chain,Indian,3.9,"Chicken Wings,Naan,Hakka Noodles",3,410,1,0,0,0,Coke,50,Drink
215,3157,Hyderabad,11,2,lunch,occasional,regular,25,402.25,38,chain,Continental,4.3,Salad,1,90,0,0,0,0,Chicken Fried Rice,210,Main
216,206,Mumbai,21,2,late_night,occasional,regular,10,767.46,740,chain,Mixed,4.5,Biryani,1,280,1,0,0,0,Gulab Jamun,80,Dessert
217,4539,Delhi,22,5,late_night,budget,new,6,824.59,651,independent,Chinese,4.1,Dal Makhani,1,180,1,0,0,0,Gulab Jamun,80,Dessert
218,5311,Mumbai,10,3,breakfast,budget,new,27,241.52,88,independent,Mixed,3.7,"Biryani,Coke,Salan",3,400,1,1,1,0,Butter Chicken,320,Main
219,2121,Hyderabad,13,5,lunch,budget,power,17,220.15,337,chain,Indian,4.4,"Biryani,Mineral Water,Dal Makhani",3,480,1,0,1,0,Salan,70,Side
220,1908,Bangalore,15,5,dinner,premium,new,27,585.81,270,independent,Indian,3.6,"Butter Chicken,Raita,Biryani,Samosa",4,700,1,1,0,0,Salan,70,Side
221,1000,Hyderabad,23,5,late_night,occasional,power,19,601.21,716,independent,Continental,4.6,Dal Makhani,1,180,1,0,0,0,Salad,90,Starter
222,4936,Bangalore,9,6,breakfast,occasional,power,27,529.32,210,independent,Mixed,3.7,Hakka Noodles,1,190,1,0,0,0,Spring Rolls,120,Starter
223,2950,Mumbai,12,0,lunch,premium,new,15,505.15,118,independent,Continental,4.0,"Butter Chicken,Salad",2,410,1,0,0,0,Roti,30,Bread
224,5261,Kolkata,13,6,lunch,occasional,power,10,931.78,526,chain,Continental,4.5,Chicken Fried Rice,1,210,1,0,0,0,Ice Cream,90,Dessert
225,1416,Delhi,21,4,late_night,premium,new,17,518.09,322,independent,Chinese,3.6,"Paneer Tikka,Chicken Wings",2,400,1,0,0,0,Coke,50,Drink
226,2435,Delhi,9,0,breakfast,occasional,regular,12,566.42,636,independent,Chinese,4.4,"Butter Chicken,Coke",2,370,1,0,1,0,Spring Rolls,120,Starter
227,3555,Delhi,21,4,late_night,premium,regular,27,678.13,134,chain,Continental,4.4,Hakka Noodles,1,190,1,0,0,0,Coke,50,Drink
228,4509,Kolkata,8,2,breakfast,premium,new,28,701.99,266,chain,Continental,3.8,"Spring Rolls,Dal Makhani,Paneer Tikka",3,520,1,0,0,0,Roti,30,Bread
229,4397,Kolkata,14,0,lunch,budget,power,3,912.05,650,independent,Indian,4.6,"Hakka Noodles,Lassi",2,260,1,0,1,0,Samosa,40,Starter
230,1365,Mumbai,19,6,dinner,occasional,new,21,901.98,379,chain,Continental,3.5,"Butter Chicken,Roti,Gulab Jamun,Chicken Wings",4,610,1,0,0,1,Coke,50,Drink
231,5600,Kolkata,22,6,late_night,budget,new,18,844.07,366,chain,Continental,3.8,"Paneer Tikka,Dal Makhani,Biryani,Ice Cream",4,770,1,0,0,1,Rasgulla,70,Dessert
232,4371,Kolkata,18,6,dinner,budget,regular,25,466.89,387,independent,Chinese,4.5,"Salan,Samosa,Brownie,Papad",4,235,0,1,0,1,Mineral Water,20,Drink
233,4028,Kolkata,8,5,breakfast,budget,new,28,315.51,568,chain,Indian,4.0,"Dal Makhani,Raita",2,240,1,1,0,0,Naan,40,Bread
234,1359,Kolkata,9,1,breakfast,occasional,regular,14,209.19,512,chain,Chinese,3.5,"Chicken Fried Rice,Gulab Jamun,Dal Makhani,Mineral Water",4,490,1,0,1,1,Ice Cream,90,Dessert
235,121,Mumbai,13,5,lunch,budget,new,1,447.85,645,chain,Chinese,4.7,"Rasgulla,Coke",2,120,0,0,1,1,Chicken Fried Rice,210,Main
236,3516,Bangalore,15,1,dinner,occasional,new,26,952.9,277,chain,Continental,3.6,"Hakka Noodles,Chicken Fried Rice,Dal Makhani,Lassi",4,650,1,0,1,0,Coke,50,Drink
237,1237,Hyderabad,16,5,dinner,occasional,new,25,210.6,547,chain,Chinese,4.2,Biryani,1,280,1,0,0,0,Gulab Jamun,80,Dessert
238,2505,Hyderabad,22,4,late_night,occasional,new,17,531.36,672,independent,Mixed,3.8,"Chicken Fried Rice,Paneer Tikka,Raita",3,490,1,1,0,0,Biryani,280,Main
239,499,Delhi,17,6,dinner,occasional,regular,29,531.79,713,independent,Mixed,3.9,"Hakka Noodles,Samosa,Coke",3,280,1,0,1,0,Gulab Jamun,80,Dessert
240,3361,Mumbai,10,2,breakfast,premium,power,13,757.3,449,chain,Chinese,3.9,Paneer Tikka,1,220,1,0,0,0,Coke,50,Drink
241,4341,Hyderabad,20,6,late_night,premium,new,25,738.6,71,chain,Indian,4.5,"Biryani,Salan,Salad",3,440,1,1,0,0,Rasgulla,70,Dessert
242,3701,Bangalore,23,1,late_night,budget,regular,9,625.26,668,chain,Mixed,4.5,Coke,1,50,0,0,1,0,Rasgulla,70,Dessert
243,3485,Bangalore,10,1,breakfast,budget,new,8,901.88,783,chain,Continental,3.6,"Paneer Tikka,Samosa",2,260,1,0,0,0,Raita,60,Side
244,2764,Mumbai,15,3,dinner,occasional,new,19,256.0,49,chain,Chinese,4.0,Samosa,1,40,0,0,0,0,Butter Chicken,320,Main
245,206,Bangalore,14,5,lunch,occasional,power,28,276.3,122,chain,Continental,4.7,"Hakka Noodles,Mineral Water",2,210,1,0,1,0,Spring Rolls,120,Starter
246,3576,Mumbai,11,0,lunch,premium,regular,27,335.9,368,chain,Chinese,4.5,"Butter Chicken,Hakka Noodles",2,510,1,0,0,0,Naan,40,Bread
247,1289,Kolkata,13,4,lunch,premium,new,13,770.22,400,chain,Continental,4.3,"Paneer Tikka,Hakka Noodles,Salad,Gulab Jamun",4,580,1,0,0,1,Naan,40,Bread
248,2576,Bangalore,16,4,dinner,occasional,regular,23,727.61,606,independent,Mixed,4.4,"Biryani,Butter Chicken,Samosa",3,640,1,0,0,0,Salan,70,Side
249,5489,Mumbai,22,2,late_night,premium,power,15,857.32,222,chain,Indian,4.2,"Paneer Tikka,Brownie,Ice Cream,Chicken Fried Rice",4,620,1,0,0,1,Gulab Jamun,80,Dessert
250,1815,Kolkata,17,4,dinner,budget,new,16,458.42,677,chain,Chinese,3.5,Brownie,1,100,0,0,0,1,Lassi,70,Drink
251,2104,Bangalore,15,6,dinner,budget,power,3,998.1,104,chain,Chinese,3.6,"Hakka Noodles,Raita,Mineral Water,Salad",4,360,1,1,1,0,Gulab Jamun,80,Dessert
252,5795,Hyderabad,20,0,late_night,occasional,power,14,933.28,699,chain,Continental,4.0,"Chicken Fried Rice,Butter Chicken",2,530,1,0,0,0,Ice Cream,90,Dessert
253,3505,Kolkata,23,6,late_night,occasional,power,11,740.9,442,chain,Continental,4.3,Butter Chicken,1,320,1,0,0,0,Samosa,40,Starter
254,573,Bangalore,16,3,dinner,occasional,power,22,843.53,651,independent,Chinese,3.9,Chicken Fried Rice,1,210,1,0,0,0,Dal Makhani,180,Main
255,3540,Mumbai,21,2,late_night,occasional,new,22,324.97,155,chain,Chinese,4.0,"Gulab Jamun,Chicken Fried Rice,Roti",3,320,1,0,0,1,Rasgulla,70,Dessert
256,1679,Kolkata,13,5,lunch,premium,power,6,628.75,721,chain,Chinese,3.7,"Biryani,Gulab Jamun,Lassi,Ice Cream",4,520,1,0,1,1,Salan,70,Side
257,3256,Delhi,21,4,late_night,budget,regular,17,685.48,742,independent,Mixed,3.6,"Butter Chicken,Salad,Chicken Wings",3,590,1,0,0,0,Roti,30,Bread
258,4724,Bangalore,14,4,lunch,occasional,power,15,877.91,155,chain,Continental,3.9,"Butter Chicken,Chicken Wings,Hakka Noodles",3,690,1,0,0,0,Roti,30,Bread
259,3806,Kolkata,19,6,dinner,budget,power,27,575.29,268,chain,Indian,4.6,"Hakka Noodles,Gulab Jamun",2,270,1,0,0,1,Paneer Tikka,220,Main
260,2776,Delhi,23,3,late_night,occasional,new,7,492.48,84,chain,Indian,4.5,"Dal Makhani,Naan,Rasgulla,Lassi",4,360,1,0,1,1,Ice Cream,90,Dessert
261,637,Hyderabad,23,3,late_night,budget,regular,5,582.8,86,independent,Continental,4.5,"Salad,Spring Rolls",2,210,0,0,0,0,Ice Cream,90,Dessert
262,1290,Bangalore,19,3,dinner,premium,power,25,659.43,145,chain,Continental,4.8,"Roti,Spring Rolls",2,150,0,0,0,0,Ice Cream,90,Dessert
263,3443,Kolkata,15,0,dinner,occasional,regular,18,576.69,271,chain,Continental,3.7,Naan,1,40,0,0,0,0,Coke,50,Drink
264,447,Kolkata,19,5,dinner,occasional,power,19,788.99,761,chain,Mixed,4.0,"Butter Chicken,Naan,Brownie",3,460,1,0,0,1,Raita,60,Side
265,1882,Kolkata,19,6,dinner,budget,new,16,428.57,672,chain,Chinese,3.7,"Hakka Noodles,Butter Chicken,Dal Makhani,Coke",4,740,1,0,1,0,Spring Rolls,120,Starter
266,2295,Mumbai,13,5,lunch,occasional,regular,26,617.56,387,independent,Continental,3.9,"Chicken Fried Rice,Chicken Wings,Roti",3,420,1,0,0,0,Spring Rolls,120,Starter
267,4479,Kolkata,20,4,late_night,occasional,regular,26,389.67,626,chain,Mixed,4.0,Biryani,1,280,1,0,0,0,Brownie,100,Dessert
268,5851,Hyderabad,14,5,lunch,occasional,regular,22,543.99,111,chain,Indian,4.1,Chicken Fried Rice,1,210,1,0,0,0,Coke,50,Drink
269,913,Hyderabad,23,1,late_night,budget,regular,9,574.66,94,independent,Indian,4.4,"Biryani,Naan",2,320,1,0,0,0,Gulab Jamun,80,Dessert
270,3436,Hyderabad,14,3,lunch,premium,new,14,931.97,308,chain,Chinese,4.8,"Paneer Tikka,Lassi,Roti,Mineral Water",4,340,1,0,1,0,Naan,40,Bread
271,2952,Bangalore,21,3,late_night,budget,power,22,252.93,232,independent,Chinese,3.6,"Biryani,Paneer Tikka,Salad",3,590,1,0,0,0,Salan,70,Side
272,493,Bangalore,13,0,lunch,budget,power,6,957.73,371,chain,Mixed,3.5,"Butter Chicken,Salan,Fresh Lime",3,450,1,1,1,0,Paneer Tikka,220,Main
273,3798,Delhi,8,2,breakfast,premium,new,27,879.63,308,independent,Mixed,4.2,"Hakka Noodles,Samosa,Butter Chicken,Coke",4,600,1,0,1,0,Spring Rolls,120,Starter
274,1962,Delhi,23,0,late_night,occasional,regular,22,729.53,492,chain,Indian,3.8,"Hakka Noodles,Ice Cream,Paneer Tikka,Dal Makhani",4,680,1,0,0,1,Coke,50,Drink
275,1306,Kolkata,23,1,late_night,occasional,power,23,907.67,152,chain,Continental,4.5,"Butter Chicken,Rasgulla,Roti,Brownie",4,520,1,0,0,1,Raita,60,Side
276,4236,Kolkata,14,6,lunch,budget,regular,1,293.54,601,independent,Chinese,4.7,Biryani,1,280,1,0,0,0,Coke,50,Drink
277,5885,Delhi,17,5,dinner,occasional,regular,23,726.93,25,chain,Mixed,3.7,Butter Chicken,1,320,1,0,0,0,Raita,60,Side
278,530,Hyderabad,19,2,dinner,premium,power,26,661.49,192,chain,Mixed,4.0,Salan,1,70,0,1,0,0,Chicken Fried Rice,210,Main
279,311,Hyderabad,15,2,dinner,budget,regular,7,338.02,197,chain,Continental,4.3,Butter Chicken,1,320,1,0,0,0,Rasgulla,70,Dessert
280,891,Hyderabad,20,5,late_night,premium,regular,22,918.19,457,chain,Continental,4.5,"Dal Makhani,Rasgulla,Biryani,Roti",4,560,1,0,0,1,Ice Cream,90,Dessert
281,5455,Mumbai,13,5,lunch,occasional,new,16,585.71,208,independent,Chinese,4.5,Chicken Fried Rice,1,210,1,0,0,0,Spring Rolls,120,Starter
282,2822,Bangalore,21,5,late_night,occasional,new,22,261.25,655,independent,Indian,4.0,Butter Chicken,1,320,1,0,0,0,Naan,40,Bread
283,407,Mumbai,9,1,breakfast,occasional,new,23,609.84,532,independent,Chinese,4.4,"Lassi,Ice Cream",2,160,0,0,1,1,Gulab Jamun,80,Dessert
284,4671,Bangalore,22,3,late_night,occasional,new,6,740.66,419,chain,Mixed,4.2,"Gulab Jamun,Salan,Fresh Lime,Raita",4,270,0,1,1,1,Rasgulla,70,Dessert
285,2446,Hyderabad,23,6,late_night,occasional,regular,11,409.87,187,independent,Mixed,4.7,"Dal Makhani,Ice Cream,Paneer Tikka,Chicken Fried Rice",4,700,1,0,0,1,Papad,25,Side
286,3559,Hyderabad,9,6,breakfast,occasional,power,11,914.88,125,chain,Mixed,4.0,"Paneer Tikka,Hakka Noodles",2,410,1,0,0,0,Butter Chicken,320,Main
287,2711,Hyderabad,21,5,late_night,premium,new,9,446.77,494,independent,Mixed,4.5,"Paneer Tikka,Coke",2,270,1,0,1,0,Raita,60,Side
288,1236,Bangalore,22,2,late_night,premium,power,22,305.92,401,independent,Mixed,3.9,Chicken Fried Rice,1,210,1,0,0,0,Butter Chicken,320,Main
289,2198,Bangalore,20,2,late_night,premium,power,29,378.14,393,independent,Mixed,4.4,Butter Chicken,1,320,1,0,0,0,Ice Cream,90,Dessert
290,2932,Mumbai,19,1,dinner,budget,power,10,387.05,25,independent,Chinese,4.4,"Biryani,Brownie",2,380,1,0,0,1,Salan,70,Side
291,5643,Hyderabad,12,5,lunch,budget,power,19,514.32,503,chain,Mixed,3.9,"Roti,Fresh Lime",2,90,0,0,1,0,Mineral Water,20,Drink
292,1013,Bangalore,17,5,dinner,budget,power,8,274.56,431,chain,Mixed,4.4,"Hakka Noodles,Paneer Tikka,Lassi,Roti",4,510,1,0,1,0,Mineral Water,20,Drink
293,141,Bangalore,8,6,breakfast,budget,new,23,368.9,376,independent,Indian,3.6,"Dal Makhani,Salad",2,270,1,0,0,0,Roti,30,Bread
294,970,Hyderabad,11,3,lunch,budget,new,27,928.64,797,chain,Continental,4.0,"Chicken Fried Rice,Papad",2,235,1,1,0,0,Spring Rolls,120,Starter
295,285,Kolkata,16,5,dinner,occasional,regular,20,916.55,224,independent,Chinese,3.6,"Butter Chicken,Paneer Tikka,Brownie,Rasgulla",4,710,1,0,0,1,Lassi,70,Drink
296,932,Mumbai,14,2,lunch,occasional,regular,11,488.38,582,independent,Continental,4.5,"Dal Makhani,Fresh Lime,Samosa,Hakka Noodles",4,470,1,0,1,0,Naan,40,Bread
297,1978,Kolkata,20,3,late_night,premium,new,10,541.99,649,independent,Continental,4.8,"Butter Chicken,Spring Rolls,Samosa",3,480,1,0,0,0,Salad,90,Starter
298,2364,Mumbai,23,5,late_night,occasional,new,1,593.79,107,independent,Indian,3.7,Paneer Tikka,1,220,1,0,0,0,Gulab Jamun,80,Dessert
299,321,Kolkata,12,1,lunch,occasional,regular,10,911.66,618,independent,Mixed,3.6,"Paneer Tikka,Gulab Jamun",2,300,1,0,0,1,Mineral Water,20,Drink
300,2230,Delhi,8,1,breakfast,premium,regular,24,797.66,596,independent,Mixed,4.5,Paneer Tikka,1,220,1,0,0,0,Naan,40,Bread
301,554,Hyderabad,13,4,lunch,premium,new,9,698.19,468,independent,Continental,3.6,"Paneer Tikka,Butter Chicken,Ice Cream,Roti",4,660,1,0,0,1,Raita,60,Side
302,2553,Delhi,23,3,late_night,occasional,regular,12,673.61,321,chain,Mixed,4.4,"Biryani,Brownie",2,380,1,0,0,1,Gulab Jamun,80,Dessert
303,2173,Hyderabad,17,5,dinner,premium,new,29,920.21,658,independent,Chinese,4.5,"Hakka Noodles,Dal Makhani",2,370,1,0,0,0,Mineral Water,20,Drink
304,2777,Mumbai,20,3,late_night,premium,regular,12,458.82,195,chain,Mixed,4.5,"Dal Makhani,Spring Rolls,Naan,Chicken Wings",4,520,1,0,0,0,Rasgulla,70,Dessert
305,3214,Hyderabad,14,5,lunch,occasional,new,15,912.96,681,independent,Continental,4.1,Dal Makhani,1,180,1,0,0,0,Lassi,70,Drink
306,1269,Bangalore,8,3,breakfast,occasional,regular,13,991.07,190,chain,Mixed,4.6,"Chicken Fried Rice,Roti,Raita",3,300,1,1,0,0,Paneer Tikka,220,Main
307,2779,Mumbai,15,6,dinner,budget,power,1,522.16,608,chain,Continental,4.8,"Hakka Noodles,Lassi,Butter Chicken,Salad",4,670,1,0,1,0,Mineral Water,20,Drink
308,3997,Kolkata,13,4,lunch,occasional,new,27,695.34,131,independent,Continental,4.4,"Chicken Fried Rice,Chicken Wings,Roti,Salan",4,490,1,1,0,0,Raita,60,Side
309,653,Hyderabad,19,0,dinner,premium,power,20,721.52,43,chain,Mixed,3.7,"Butter Chicken,Gulab Jamun",2,400,1,0,0,1,Naan,40,Bread
310,2800,Bangalore,19,6,dinner,occasional,power,17,690.91,779,independent,Chinese,4.6,"Butter Chicken,Raita",2,380,1,1,0,0,Roti,30,Bread
311,5697,Bangalore,15,2,dinner,premium,power,21,623.77,376,chain,Continental,4.7,"Paneer Tikka,Raita,Coke,Ice Cream",4,420,1,1,1,1,Naan,40,Bread
312,3893,Mumbai,20,0,late_night,budget,regular,23,454.39,566,chain,Mixed,4.4,"Raita,Brownie,Gulab Jamun",3,240,0,1,0,1,Coke,50,Drink
313,747,Mumbai,17,0,dinner,premium,new,13,292.12,467,chain,Mixed,3.7,"Biryani,Dal Makhani,Mineral Water",3,480,1,0,1,0,Raita,60,Side
314,947,Delhi,18,6,dinner,budget,regular,10,409.98,244,independent,Chinese,4.1,Spring Rolls,1,120,0,0,0,0,Lassi,70,Drink
315,5616,Hyderabad,9,5,breakfast,occasional,new,9,278.88,513,independent,Indian,4.4,"Butter Chicken,Salad,Chicken Fried Rice,Biryani",4,900,1,0,0,0,Roti,30,Bread
316,3837,Bangalore,11,1,lunch,occasional,power,14,804.11,283,independent,Chinese,3.7,"Butter Chicken,Coke,Chicken Fried Rice,Raita",4,640,1,1,1,0,Roti,30,Bread
317,3716,Bangalore,9,3,breakfast,premium,regular,12,232.23,90,chain,Continental,4.7,Paneer Tikka,1,220,1,0,0,0,Lassi,70,Drink
318,2646,Bangalore,12,1,lunch,occasional,regular,29,424.27,357,independent,Indian,4.7,"Spring Rolls,Raita",2,180,0,1,0,0,Mineral Water,20,Drink
319,1726,Hyderabad,22,1,late_night,occasional,new,4,359.53,172,independent,Chinese,4.3,"Hakka Noodles,Chicken Fried Rice,Biryani",3,680,1,0,0,0,Ice Cream,90,Dessert
320,3268,Mumbai,9,4,breakfast,premium,regular,23,582.67,172,chain,Chinese,4.1,"Butter Chicken,Lassi,Brownie",3,490,1,0,1,1,Raita,60,Side
321,954,Hyderabad,13,4,lunch,occasional,new,29,509.37,554,chain,Mixed,4.6,"Chicken Fried Rice,Coke,Butter Chicken",3,580,1,0,1,0,Ice Cream,90,Dessert
